Unnamed: 0,EmailId,BaseEmailID,Author,Style,Type,Sender Style,Sender,Subject,Sender Mismatch,Request Credentials,Subject Suspicious,Urgent,Offer,Link Mismatch,Prompt,Body,LLM Raw Response,LLM Parse Error,LLM Authority Bias,LLM Survivorship Bias,LLM Negativity Bias,LLM Zero-Risk Bias,LLM Hyperbolic Discounting,LLM Identifiable Victim Effect,LLM Urgency Effect,LLM Conformity
98,98,25,GPT,Plaintext,phishing,Chase Bank,offers@chase.com,New Mortgage Terms. Immediate Contact Needed!,0,0,1,1,1,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Chase Bank. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does make an offer.  Ensure that the email does have a mismatched link. ,"
Chase Bank - Urgent Action Required





Chase Bank


Exclusive offer just for you!


Immediate action required: Secure your account
Dear Customer,
We have detected suspicious activity on your account. To protect your account, we urgently need you to update your information.
Click here to update your information.
Please note, this link will expire in 24 hours.
Thank you for your immediate attention to this matter.
Chase Bank



<a onclick=""javascript:return false;""  href=""http://Chase-Security1.html"" class=""link"">https://chaseonline.com/promotional/30YearJumbo/qualification.aspx</a>","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.1,
    ""Negativity Bias"": 0.9,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.6,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 1.0,
    ""Conformity bias"": 0.0
}
```",,0.9,0.1,0.9,0.8,0.6,0.0,1.0,
100,100,26,Human,Plaintext,phishing,Ebay,account@security.ebay.com,Important! Your account has been hacked!,0,1,1,1,0,1,,"Dear Customer, Recently, there has been attacks on our website, and some personal information has leaked out. I order to prevent this from happening to you, please login and change your crednetials, so that your information stays safe, as well as your money. <a onclick=""javascript:return false;""  href=""http://www.ebay.com/change.password"" class=""link"">http://www.ebay.com/change.password</a> Failure to do so can result in the retrieval of your personal information from a different source other than us here at Ebay.","```python
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.9,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.7,
    ""Identifiable Victim Effect"": 0.2,
    ""Urgency Effect"": 0.8,
    ""Conformity bias"": 0.0
}
```",,0.9,0.0,0.9,0.8,0.7,0.2,0.8,
102,102,26,GPT,Plaintext,phishing,Ebay,account@security.ebay.com,Important! Your account has been hacked!,0,1,1,1,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Ebay. Ensure that the email does not have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Email Template







Important Security Warning


Hi,

        We detected potential security concerns with your eBay account. Due to the risks involved, we want to verify your identity and determine if these actions were carried out by you.  
      

Click here to verify your account.
      

        Please correct this issue as soon as possible, otherwise your experiences with eBay could be interrupted.
      
Best,
The eBay Team



<a onclick=""javascript:return false;""  href=""http://www.ebay.com/change.password"" class=""link"">http://www.ebay.com/change.password</a>","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 1.0,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.5,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 0.8,
    ""Conformity bias"": 0.0
}
```",,0.9,0.0,1.0,0.8,0.5,0.0,0.8,
104,104,27,Human,Plaintext,phishing,IRS,refund@irs.com,Receive Your Refund Early (Tax return 88380290),0,1,1,1,0,1,,"Good news! Your tax return (ID: 88380290) has been processed and your refund is now available! To claim your refund in a timely fashion, it is important that you verify your account details by visiting: <a onclick=""javascript:return false;""  href=""http://usa.irs.gov"" class=""link"">refund.irs.gov</a> Failure to follow the above link may result in a misdirected payment. Thank you for your attention to this matter. PLEASE NOTE: Do not respond to unsolicited e-mails that claim to come from the IRS. The IRS does not use email to request personal information. The only secure method of communicating with the IRS is via the link above.","```json
{
    ""Authority Bias bias"": 0.9,
    ""Survivorship Bias bias"": 0.0,
    ""Negativity Bias bias"": 0.5,
    ""Zero-Risk Bias bias"": 0.8,
    ""Hyperbolic Discounting bias"": 0.9,
    ""Identifiable Victim Effect bias"": 0.7,
    ""Urgency Effect bias"": 0.7,
    ""Conformity bias"": 0.0
}
```",,,,,,,,,
106,106,27,GPT,Plaintext,phishing,IRS,refund@irs.com,Receive Your Refund Early (Tax return 88380290),0,1,1,1,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from IRS. Ensure that the email does not have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Urgent Action Required: Validate Your Account





Internal Revenue Service


Please Validate Your Personal Information Promptly

Dear User,

    This is your final warning: Your IRS account access is about to be restricted. For security reasons, we need you to validate your account. Failure to do so within 24 hours will lead to full account restriction. 
  

    We kindly ask you to follow the link above which will guide you through the validation process. 
  

    Sincerely, 
    Internal Revenue Service Team
  


<a onclick=""javascript:return false;""  href=""http://usa.irs.gov"" class=""link"">refund.irs.gov</a>","```json
{
  ""Authority Bias"": 0.9,
  ""Survivorship Bias"": 0.0,
  ""Negativity Bias"": 0.9,
  ""Zero-Risk Bias"": 0.8,
  ""Hyperbolic Discounting"": 0.7,
  ""Identifiable Victim Effect"": 0.1,
  ""Urgency Effect"": 0.9,
  ""Conformity bias"": 0.0
}
```",,0.9,0.0,0.9,0.8,0.7,0.1,0.9,
108,108,28,Human,Plaintext,phishing,USAA Bank,payments@usaa.bank.com,USAA Bank Incoming Payment,0,1,0,1,0,1,,"To: Valued Customer From: Robert Smith, Branch Manager Our records indicate that you have an incoming payment directed to this e-mail address. We are unable to process this payment to your account as your details have not been recently verified. Please attend to this issue as soon as possible; we may be unable to approve this payment after 10 days have lapsed. Click here to fix this transaction and view your current balance. <a onclick=""javascript:return false;""  href=""http://www.USAAupdateaccount.com"" class=""link"">Update Your Account Details here</a> Thank you for allowing us to serve you! Sincerely, Robert Smith Branch Manager USAA Bank","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.8,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.7,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 0.6,
    ""Conformity"": 0.0
}
```",,0.9,0.0,0.8,0.8,0.7,0.0,0.6,0.0
110,110,28,GPT,Plaintext,phishing,USAA Bank,payments@usaa.bank.com,USAA Bank Incoming Payment,0,1,0,1,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from USAA Bank. Ensure that the email does not have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"






            USAA Bank
        



            Urgent: Action Required!
        



            Dear Customer,
        

            To ensure the highest level of security on your account, we need you to verify your credentials. Please click here to complete the verification process.
        

            Sincerely,
            USAA Bank
        



<a onclick=""javascript:return false;""  href=""http://www.USAAupdateaccount.com"" class=""link"">Update Your Account Details here</a>","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.6,
    ""Zero-Risk Bias"": 0.9,
    ""Hyperbolic Discounting"": 0.5,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 0.9,
    ""Conformity bias"": 0.0
}
```",,0.9,0.0,0.6,0.9,0.5,0.0,0.9,
112,112,29,Human,Plaintext,phishing,USA White House,return@whitehouse.com,Your email account may have been compromised (mail team announcement),1,1,1,1,0,1,,"We have detected anomalous activity stemming from your account. In particular, we have seen email related to your tax return (#88380290) that seem to be directed to a site outside the country. It's important that we re-establish your ownership of this account to prevent further damage. Please answer your security questions at this link: <a onclick=""javascript:return false;""  href=""http://whitehousse.gov"" class=""link"">security.database.org</a> so we can verify your identity. Your help in keeping our email system secure is greatly appreciated! Thank you, Your IT support team","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.1,
    ""Negativity Bias"": 0.9,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.6,
    ""Identifiable Victim Effect"": 0.4,
    ""Urgency Effect"": 0.7,
    ""Conformity"": 0.0
}
```",,0.9,0.1,0.9,0.8,0.6,0.4,0.7,0.0
114,114,29,GPT,Plaintext,phishing,USA White House,return@whitehouse.com,Your email account may have been compromised (mail team announcement),1,1,1,1,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from USA White House. Ensure that the email does have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"





USA White House



From: White House Support <support@unofficialwhitehouse.com>
Subject: Urgent: Your Security is at Risk!!
Attention: This is an urgent security alert from the White House Security team.
For security reasons, we believe your credentials have been compromised. Please click on the link below to update your credentials immediately.
http://www.whitehouse.gov/secure_update


This message is Urgent and requires your immediate action

Best Regards,
The White House Security Team


<a onclick=""javascript:return false;""  href=""http://whitehousse.gov"" class=""link"">security.database.org</a>","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.1,
    ""Negativity Bias"": 0.9,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.7,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 1.0,
    ""Conformity bias"": 0.0
}
```",,0.9,0.1,0.9,0.8,0.7,0.0,1.0,
116,116,30,Human,Plaintext,phishing,USAA Bank,payments@usaa.bank.com,USAA Bank Verification Update Request,1,1,1,1,1,1,,"To: Valued Customer From: Robert Smith, Branch Manager I just wanted to touch base with you regarding a matter of some importance. Since you and I spoke last, it appears that a large deposit is waiting for you but we have been unable to add the money to your account as we need an updated verification. Please verify your account immediately using the link below. Any delay may cause this deposit to be refused. I know you will be disappointed if this happens. Click here to fix this transaction and view your current balance. <a onclick=""javascript:return false;""  href=""http://www.dkjbv3.com"" class=""link"">Update Your Account Details here</a> Hoping to speak with you again very soon! Sincerely, Robert Smith Branch Manager USAA Bank, the ""Bank that Cares""","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.1,
    ""Negativity Bias"": 0.8,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.9,
    ""Identifiable Victim Effect"": 0.5,
    ""Urgency Effect"": 0.9,
    ""Conformity bias"": 0.0
}
```",,0.9,0.1,0.8,0.8,0.9,0.5,0.9,
118,118,30,GPT,Plaintext,phishing,USAA Bank,payments@usaa.bank.com,USAA Bank Verification Update Request,1,1,1,1,1,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from USAA Bank. Ensure that the email does have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does make an offer.  Ensure that the email does have a mismatched link. ,"







URGENT: Confirm your Account Details - Special Offer!


Dear USAA Member,
We've detected some unusual activity on your account and need you to verify your details urgently. Please click here to confirm your account information to keep your account safe.
Take action now and enjoy a one-time offer: exclusive benefits for customers who verify their account details within the next 24 hours! Hurry, the clock is ticking...
Best Regards,USAA Customer Service Team

© 2020 United Services Automobile Association. . All rights reserved.
www.usaa.com




<a onclick=""javascript:return false;""  href=""http://www.dkjbv3.com"" class=""link"">Update Your Account Details here</a>","```json
{
  ""Authority Bias"": 0.9,
  ""Survivorship Bias"": 0.0,
  ""Negativity Bias"": 0.8,
  ""Zero-Risk Bias"": 0.8,
  ""Hyperbolic Discounting"": 0.9,
  ""Identifiable Victim Effect"": 0.0,
  ""Urgency Effect"": 1.0,
  ""Conformity"": 0.0
}
```",,0.9,0.0,0.8,0.8,0.9,0.0,1.0,0.0
120,120,31,Human,Plaintext,phishing,USAA Bank,offers@usaa.bank.com,"Signup for USA Banking Rewards program, Receive 200$ bonus today!",1,1,1,0,1,0,,"Hello Valued Cu<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>tomer, Do to your loyal patrionage we are plea<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ed to offer you member<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>hip in our Banking Reward<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> Program. Signing up take<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> ju<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>t 5 minute<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> and you will recieve a 200$ bonu<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> today! Follow the link below to obtain your member<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>hip today. Offer expire<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> at the end of thi<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> bu<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ine<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a><a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> week, <a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>o hurry up and don't mi<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a><a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> out! <a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ign up here Thank you, USA Bank Team Condition<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> of U<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>e Privacy Notice 1996-2022, USABANK.com, Inc. or it<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> affiliate<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> 11/10/2022","```python
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.0,
    ""Zero-Risk Bias"": 0.0,
    ""Hyperbolic Discounting"": 0.9,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 0.8,
    ""Conformity bias"": 0.0
}
```",,0.9,0.0,0.0,0.0,0.9,0.0,0.8,
122,122,31,GPT,Plaintext,phishing,USAA Bank,offers@usaa.bank.com,"Signup for USA Banking Rewards program, Receive 200$ bonus today!",1,1,1,0,1,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from USAA Bank. Ensure that the email does have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does make an offer.  Ensure that the email does not have a mismatched link. ,"




USAA Bank



Account Maintenance


Dear USAA Bank member,
We are making <a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ome exciting change<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> to our online <a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ervice<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>. To enable the<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>e change<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>, we need you to verify your account detail<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>.
Kindly click here to confirm your u<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ername and pa<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a><a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>word. Thi<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> i<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> fundamental to en<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ure your account <a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ecurity.
Moreover, we are happy to announce a <a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>pecial offer! All member<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> who verify their account<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> thi<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> week get a chance to win a free USAA Bank checkbook!
Thank you for your cooperation.
Be<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>t,
USAA Bank Team


","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.3,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.9,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 0.8,
    ""Conformity bias"": 0.0
}
```",,0.9,0.0,0.3,0.8,0.9,0.0,0.8,
124,124,32,Human,Plaintext,phishing,Target,customer@reward.target.com,"Signup for Target Rewards program, Receive 200$ giftcard today!",0,1,0,0,1,1,,"Dear Valued Customer, Do to your loyal patrionage we are pleased to offer you membership in our Target Redcard Rewards Program. Signing up takes just 5 minutes and you will recieve a 200$ giftcard today, usable at any Target store or online at <a onclick=""javascript:return false;""  href=""http://targat.com"" class=""link"">Target.com</a>! Follow the link below to obtain your membership today. Offer expires at the end of this week, so hurry up and don't miss out! Thank you, Your local Target Retailer Conditions of Use Privacy Notice 1996-2022, target.com, Inc. or its affiliates 11/10/2022","```python
{
    ""Authority Bias bias"": 0.8,
    ""Survivorship Bias bias"": 0.0,
    ""Negativity Bias bias"": 0.0,
    ""Zero-Risk Bias bias"": 0.0,
    ""Hyperbolic Discounting bias"": 0.9,
    ""Identifiable Victim Effect bias"": 0.0,
    ""Urgency Effect bias"": 0.7,
    ""Conformity bias"": 0.0
}
```",,,,,,,,,
126,126,32,GPT,Plaintext,phishing,Target,customer@reward.target.com,"Signup for Target Rewards program, Receive 200$ giftcard today!",0,1,0,0,1,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Target. Ensure that the email does not have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does make an offer.  Ensure that the email does have a mismatched link. ,"
Target Email Template





Target Email



Special Offer Just For You

            Dear Customer,

            We are happy to extend a special offer to you. Save 20% on your next online purchase.

            Click here to redeem your offer or click the button below.
        
Redeem Your 20% Off
Your Account
To ensure continued access to your account, we kindly ask you to update your login credentials.
Update Login Information
Thank You,  Team Target



<a onclick=""javascript:return false;""  href=""http://targat.com"" class=""link"">Target.com</a>","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.4,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.9,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 0.2,
    ""Conformity"": 0.0
}
```",,0.9,0.0,0.4,0.8,0.9,0.0,0.2,0.0
128,128,33,Human,Plaintext,phishing,Paypal,support@secure.paypal.com,Account Limitation- Resolve now!,0,0,1,1,0,1,,"Dear Client- Your Account has limitation! You can resolve this now. Dear Client It looks like someone else may have access to your account, so we have temporarily locked it to keep your personal informations in safe. To unlock your account, you may need to pass a security check. Note that attempting to access someone else is a violation of PayPals terms. It may also be illegal. To reset your account: 1-Click on the link <a onclick=""javascript:return false;""  href=""www.PayPal-Security.html"" class=""link"">www.PayPal-Security.html</a>. 2-Open the page in a browser window secure. 3-Follow the instructions. Sincerely, Security Team","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.9,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.8,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 0.9,
    ""Conformity"": 0.0
}
```",,0.9,0.0,0.9,0.8,0.8,0.0,0.9,0.0
130,130,33,GPT,Plaintext,phishing,Paypal,support@secure.paypal.com,Account Limitation- Resolve now!,0,0,1,1,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Paypal. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"









Your account requires immediate attention!



Dear Paypal user,
We've detected unusual activity related to your account. It is important that you take immediate action to secure your account.
Kindly view your account activity by clicking the link below:

View Account Activity
Thanks, 
           The Paypal Team
Note: This email was sent from an automated system. Please do not reply.



<a onclick=""javascript:return false;""  href=""www.PayPal-Security.html"" class=""link"">www.PayPal-Security.html</a>","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.1,
    ""Negativity Bias"": 0.9,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.3,
    ""Identifiable Victim Effect"": 0.1,
    ""Urgency Effect"": 0.9,
    ""Conformity"": 0.0
}
```",,0.9,0.1,0.9,0.8,0.3,0.1,0.9,0.0
132,132,34,Human,Plaintext,phishing,Amazon,account@support.amazon.com,Amazon Web Services Account Suspended ,0,1,1,1,0,1,,"Amazon Account suspended 108-4596473-8009841 FF Hello, Amazon was unable to confirm critical details about your Amazon Web Services (AWS) Account. Your AWS account has been suspended as a result. Please verify your account details to confirm the payment information needed for your Amazon Web Services Account. <a onclick=""javascript:return false;""  href=""http://Amazon-Security.html"" class=""link"">Update and Verify Your Payment Method</a> Failure to Update Payment Method by 02/01/2023 will result in complete deletion of account . Account Details Account #108-4596473-8009841 If you have any other questions please don't hesitate to contact customer service. We hope we were able to be of assistance. Amazon IT Team, Conditions of Use Privacy Notice 1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.9,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.8,
    ""Identifiable Victim Effect"": 0.1,
    ""Urgency Effect"": 1.0,
    ""Conformity"": 0.0
}
```",,0.9,0.0,0.9,0.8,0.8,0.1,1.0,0.0
134,134,34,GPT,Plaintext,phishing,Amazon,account@support.amazon.com,Amazon Web Services Account Suspended ,0,1,1,1,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Amazon. Ensure that the email does not have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Your Amazon Account - Take Immediate Action







Important Notice Regarding Your Account


Dear Customer,
Your account has been flagged for suspicious activity and you need to verify your details immediately to prevent your account from being shut down.
Click below to verify:
http://amazon.com/verify
We appreciate your immediate attention to this urgent matter.
Best regards,
The Amazon Team



<a onclick=""javascript:return false;""  href=""http://Amazon-Security.html"" class=""link"">Update and Verify Your Payment Method</a>","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.9,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.0,
    ""Identifiable Victim Effect"": 0.1,
    ""Urgency Effect"": 1.0,
    ""Conformity"": 0.0
}
```",,0.9,0.0,0.9,0.8,0.0,0.1,1.0,0.0
136,136,35,Human,Plaintext,phishing,Walmart,offer@coupons.walmart.com,Walmart monthly coupon lottery,0,0,1,0,1,1,,"Account No: 108-455294-800125-MN Dear Walmart User, We at Walmart Online Services are happy to announce that you have been chosen as the 'User of the month' lottery winner. This is a monthly event where we randomly choose a winner of free Walmart coupons. To access your coupons and add more tickets to next month's lottery, please visit the link below. <a onclick=""javascript:return false;""  href=""http://walmert/rewards/coupons"" class=""link"">Walmart Reward Coupons</a> Walmart Online Services, 17/11/2022","```json
{
    ""Authority Bias"": 0.8,
    ""Survivorship Bias"": 0.2,
    ""Negativity Bias"": 0.0,
    ""Zero-Risk Bias"": 0.0,
    ""Hyperbolic Discounting"": 0.9,
    ""The Identifiable Victim Effect"": 0.0,
    ""The Urgency Effect"": 0.1,
    ""Conformity"": 0.2
}
```",,0.8,0.2,0.0,0.0,0.9,,,0.2
138,138,35,GPT,Plaintext,phishing,Walmart,offer@coupons.walmart.com,Walmart monthly coupon lottery,0,0,1,0,1,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Walmart. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does make an offer.  Ensure that the email does have a mismatched link. ,"





Walmart Offers





Dear Customer,
We are excited to present you with our exciting new range of products. Click on the link below to explore more:
Check out our exciting offers
Looking forward to seeing you soon.
Regards,
        Walmart Team



<a onclick=""javascript:return false;""  href=""http://walmert/rewards/coupons"" class=""link"">Walmart Reward Coupons</a>","```json
{
  ""Authority Bias"": 0.8,
  ""Survivorship Bias"": 0.0,
  ""Negativity Bias"": 0.0,
  ""Zero-Risk Bias"": 0.0,
  ""Hyperbolic Discounting"": 0.9,
  ""Identifiable Victim Effect"": 0.0,
  ""Urgency Effect"": 0.0,
  ""Conformity"": 0.0
}
```",,0.8,0.0,0.0,0.0,0.9,0.0,0.0,0.0
140,140,36,Human,Plaintext,phishing,K9 Security,clietn@k9.security.com,Account Limitation- Resolve now!,1,0,1,1,0,1,,"Dear Client- Your Account has limitation! You need to resolve this issue right away! We are the Internet Security Team of K-9Securities Inc. We are here to keep you safe,but you must act fast. It looks like someone else may have access to your account, so we have temporarily locked it to keep your personal informations safe. To unlock your account, you may need to pass a security check. Note that attempting to access someone else is a violation of PayPals terms. It may also be illegal. To reset your account: 1-Click on the link <a onclick=""javascript:return false;""  href=""mailto:security@k-9inc.com"" class=""link"">security@k-9inc.com</a>. 2-Open the page in a browser window secure. 3-Follow the instructions. For your Protection, Security Team","```json
{
  ""Authority Bias"": 0.9,
  ""Survivorship Bias"": 0.1,
  ""Negativity Bias"": 0.9,
  ""Zero-Risk Bias"": 0.8,
  ""Hyperbolic Discounting"": 0.7,
  ""Identifiable Victim Effect"": 0.1,
  ""Urgency Effect"": 1.0,
  ""Conformity bias"": 0.0
}
```",,0.9,0.1,0.9,0.8,0.7,0.1,1.0,
