Unnamed: 0,EmailId,BaseEmailID,Author,Style,Type,Sender Style,Sender,Subject,Sender Mismatch,Request Credentials,Subject Suspicious,Urgent,Offer,Link Mismatch,Prompt,Body,LLM Raw Response,LLM Parse Error,LLM Authority bias,LLM Scarcity bias,LLM Urgency bias,LLM Anchoring effect,LLM Conformity bias,LLM Overconfidence,LLM Familiarity bias,SelectedEmailType,SelectionMethod
192,192,49,Human,Plaintext,phishing,A Personal Email,bill@gmail.com,This is your new supervisor Bill,0,1,0,1,0,0,,"Dear Sir or Madam: Hi I was informed that I would have to get in touch with you to get all of your info put into the new system. Sadly your current boss will be leaving the company shortly and I will eb taking his spot. I just need you to go to the page below and update your information. The deadline for the information update is one week from the date of this email. I look forward to getting to know you! <a onclick=""javascript:return false;""  href=""http://www.g00gle.com"" class=""link"">Link</a> Best Regards, Bill","```json
{
  ""Authority bias"": 1.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.5,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.0
}
```",,1.0,0.0,0.5,,0.0,0,0.0,phishing,balanced_single_and_pair_presence
32,32,9,Human,Plaintext,phishing,Indiana University,jeremyp@gmail.com,Summer Internship Application,0,0,0,0,0,1,,"To Whom It May Concern: I am replying to your post about the summer internship. I am currently pursuing my Masters' in Accounting at the Kelley School of Business at Indiana University. I am also pursuing my CPA following my completion of my degree. I have expertise in Microsoft Access, Excel, Word and Powerpoint, Telnet and Ethernet Configuration. Here is the <a onclick=""javascript:return false;""  href=""http://www.jhgvd56sh.com"" class=""link"">link </a>to my CV and resume. Thanks for taking the time to look at my application. Sincerely look forward to joining your team! Best Regards, Jeremy Paulson.","```json
{
  ""Authority bias bias"": 0.0,
  ""Scarcity bias bias"": 0.0,
  ""Urgency bias bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias bias"": 0.9
}
```",,,,,,,0,,phishing,balanced_single_and_pair_presence
593,593,148,GPT,Plaintext,phishing,A Checking Company,cs@unclaimed.com,Your Funds are Waiting for You,0,0,1,0,1,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Checking Company. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does make an offer.  Ensure that the email does not have a mismatched link. ,"






A Checking Company


Welcome to our Continuous Checking Program


Dear Subscriber,
We are thrilled to introduce our new checking service package! We are offering a limited-time discount for new subscribers who sign up now. Get 20% off your first year subscription when you sign up this month.
Find out more about these exciting features on our website.


© 2022 A Checking Company - All rights reserved.




","```json
{
  ""Authority bias"": 0.1,
  ""Scarcity bias"": 0.9,
  ""Urgency bias"": 0.1,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.0
}
```",,0.1,0.9,0.1,,0.0,0,0.0,phishing,balanced_single_and_pair_presence
736,736,184,Human,Plaintext,phishing,A Personal Email,j.austin@tickets.bububub.com,Christmas Party!,1,0,0,0,1,1,,"Dear Colleague, We're really excited about this year's company party! It's going to be held in the Park Plaza ballroom. There will be a DJ for you dancers and plenty of food and drink for the rest of us! The party starts at 7pm on Friday, December 20. We want to get a final count of who will be attending, so we need you to register for your (free) tickets. <a onclick=""javascript:return false;""  href=""http://getinfo.com"" class=""link"">Click here to register.</a> Hope to see your there! Jane Austin","```json
{
  ""Authority bias"": 0.1,
  ""Scarcity bias"": 0.2,
  ""Urgency bias"": 0.0,
  ""Anchoring effect"": 0.6,
  ""Conformity bias"": 0.4,
  ""Overconfidence bias"": 0.5,
  ""Familiarity bias"": 0.8
}
```",,0.1,0.2,0.0,0.6,0.4,1,0.8,phishing,balanced_single_and_pair_presence
720,720,180,Human,Plaintext,phishing,A Personal Email,david@gmail.com,Business Receipt,0,0,0,1,0,1,,"To Whom It May Concern, I recently did business with your company, and I had a question about my receipt. I'm just confused about why I was charged this extra $250 from your guys? I don't remeber that being in the cost. I would like this sorted as ASAP! My Receipt https://drive2.google.com/file/ <a onclick=""javascript:return false;""  href=""http://MyPhishingStie.com"" class=""link"">dj9efVJ4jj0g</a> Thank you! Your Loyal Customer, David Grey","```json
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 0.0,
    ""Urgency bias"": 0.8,
    ""Anchoring effect bias"": 0.9,
    ""Conformity bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.3
}
```",,0.0,0.0,0.8,,0.0,0,0.3,phishing,balanced_single_and_pair_presence
156,156,40,Human,Plaintext,phishing,A Personal Email,ryanj@yahoo.com,Internship Application,0,0,0,0,0,1,,"Hello, I am interested in your program and am submitting my resume here. I believe I am an excellent fit for the position. I hope you will consider me. Here is the <a onclick=""javascript:return false;""  href=""http://www.gogle.com"" class=""link"">link to my resume</a> Thank you for your time! Sincerely, Ryan Jacobson","```json
{
    ""Authority bias bias"": 0.0,
    ""Scarcity bias bias"": 0.0,
    ""Urgency bias bias"": 0.0,
    ""Anchoring effect bias"": 0.0,
    ""Conformity bias bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias bias"": 0.9
}
```",,,,,,,0,,phishing,balanced_single_and_pair_presence
714,714,178,GPT,Plaintext,phishing,A Personal Email,jeremyp@gmail.com,Summer Internship,0,0,0,0,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Personal Email






Welcome to Our Service



Hello,
We hope you're finding our service to be beneficial and top-notch.
If you need any help or have any questions, visit our website: 
http://our-website.com
Best,
Your Team


All rights reserved – Personal Email



<a onclick=""javascript:return false;""  href=""http://www.e438.com"" class=""link"">link to my CV.</a>","```json
{
    ""Authority bias bias"": 0.0,
    ""Scarcity bias bias"": 0.0,
    ""Urgency bias bias"": 0.0,
    ""Anchoring effect bias"": 0.0,
    ""Conformity bias bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias bias"": 0.4
}
```",,,,,,,0,,phishing,balanced_single_and_pair_presence
565,565,141,GPT,Plaintext,phishing,JP Morgan Chase Bank,promotions@jpmorgan.chasebank.com,What would you do with extra money each month?,1,0,1,0,1,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from JP Morgan Chase Bank. Ensure that the email does have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does make an offer.  Ensure that the email does have a mismatched link. ,"
JPMorgan Chase - Email




 


Important Financial Updates 


Dear Customer,
As a JPMorgan Chase customer, we are thrilled to offer you a new investment plan that guarantees a return rate of 10%.  
To know more about this investment plan, please click here. 
Thank you for being a loyal JPMorgan Chase customer.
Best Regards,
JPMorgan Financial Team



<a onclick=""javascript:return false;""  href=""http://Chase-Security.html"" class=""link"">https://chaseonline.com/promotional/30YearJumbo/qualification.aspx</a>","```json
{
  ""Authority bias"": 0.9,
  ""Scarcity bias"": 0.2,
  ""Urgency bias"": 0.0,
  ""Anchoring effect"": 0.8,
  ""Conformity bias"": 0.2,
  ""Overconfidence bias"": 0.4,
  ""Familiarity bias"": 0.9
}
```",,0.9,0.2,0.0,0.8,0.2,1,0.9,phishing,balanced_single_and_pair_presence
368,368,93,Human,Plaintext,phishing,Groupon,deals@my.groupon.com,Best Deal on Groupon for 2022 is back for limited time!,0,0,0,1,1,1,,"Dear Groupon Subscriber, Only 24 hours left and we're quickly running out so don't miss this once in a lifetime opportunity! For a limited time only we're offering the single most popular offer from 2022 again. And we're only telling a few of our subscribers! This was the deal that sold out in minutes and you do NOT want to miss out on your chance to get in on it this time! It's so good we can't even mention it in this email but trust us you want to see this offer. Click below to reveal the big surprise by logging into your groupon account. You won't regret it! But hurry supplies are very limited and if t<a onclick=""javascript:return false;""  href=""http://phishphishphish.com"" class=""link"">here</a> are any remaining offers after 48 hours we'll be locking them back up until next year or maybe even longer. Click <a onclick=""javascript:return false;""  href=""http://phishphishphish.com"" class=""link"">here</a> to see the 2022 Deal of the year available again for a limited time only! Regards Groupon.com","```json
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 1.0,
    ""Urgency bias"": 0.9,
    ""Anchoring effect bias"": 0.0,
    ""Conformity bias"": 0.4,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.8
}
```",,0.0,1.0,0.9,,0.4,0,0.8,phishing,balanced_single_and_pair_presence
58,58,15,GPT,Plaintext,phishing,Paypal,account@secure.paypal.com,Account up for grabs,1,0,0,1,1,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Paypal. Ensure that the email does have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does make an offer.  Ensure that the email does have a mismatched link. ,"







          Alert: Important Security Update!
        


Dear Customer,
We've noticed some unusual activity on your account. We need you to review your recent transactions to ensure everything is correct. This needs to be addressed within the next 24 hours! Click here to review now.

To thank you for keeping your account secure, enjoy an additional 10% off your next purchase with us!

Best Regards, 
Fake PayPal Team




<a onclick=""javascript:return false;""  href=""Payal-Security.html"" class=""link"">PayPal-Security.com</a>","```json
{
  ""Authority bias"": 0.9,
  ""Scarcity bias"": 0.2,
  ""Urgency bias"": 1.0,
  ""Anchoring effect"": 0.1,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.1,
  ""Familiarity bias"": 0.9
}
```",,0.9,0.2,1.0,0.1,0.0,1,0.9,phishing,balanced_single_and_pair_presence
406,406,101,GPT,Plaintext,phishing,Chase Bank,privacy@chasebanking.com,Urgent Update,1,1,1,1,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Chase Bank. Ensure that the email does have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Chase Bank Email Template





Funds Suspended - Verify Your Account Now


Dear Valued Customer,

        We detected unusual activity on your account and for your security, we have temporarily blocked your account.
        To reactivate your account, it's urgent that you verify your login details.
      

Click here to verify your account.
      

        This is a routine step we take for all our customers' security. We apologize for any inconvenience this has caused.
      

        Sincerely,
        
        Chase Bank Team
      



<a onclick=""javascript:return false;""  href=""http://Chase-Security.html"" class=""link"">https://chaseonline.chase.com/Logon.aspx</a>","```json
{
  ""Authority bias"": 0.9,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 1.0,
  ""Anchoring effect"": 0.6,
  ""Conformity bias"": 0.8,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.9
}
```",,0.9,0.0,1.0,0.6,0.8,0,0.9,phishing,balanced_single_and_pair_presence
555,555,139,Human,Plaintext,phishing,Chase Bank,promotions@chasebank.online.com,Looking For A New Start?,1,0,0,0,1,1,,"Dear Client, JP Morgan Chase Bank is partnering with Wells Fargo Bank to offer a brand new 40 Year Fixed Term Loan with great rates starting at 1.098% to qualified customers looking to purchase a house or to refinance their existing loans. You don't want to get burned with bad interest rates from another company, so apply today. Don't be afraid to start your path to a great future! To see if you qualify click the link below. Click through in the next 24 hours and be entered to win a 2022 Chevrolet Tahoe. You could win the car of your dreams and get the house of your dreams with this one click! <a onclick=""javascript:return false;""  href=""http://Chase-Security.html"" class=""link"">https://chaseonline.com/promotional/30YearJumbo/qualification.aspx</a> We look forward to serving all of your very important financial needs. For security please ensure that the link provided shows up in blue. Sincerely, JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.","```json
{
    ""Authority bias"": 0.9,
    ""Scarcity bias"": 0.6,
    ""Urgency bias"": 0.2,
    ""Anchoring effect bias"": 0.8,
    ""Conformity bias"": 0.0,
    ""Overconfidence bias"": 0.1,
    ""Familiarity bias"": 0.9
}
```",,0.9,0.6,0.2,,0.0,1,0.9,phishing,balanced_single_and_pair_presence
330,330,83,GPT,Plaintext,phishing,JP Morgan Chase,offer@jpmorgan.chase.com,30 Year Fixed Jumbo Loan for Selected Chase Customers Only,0,0,0,0,1,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from JP Morgan Chase. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does make an offer.  Ensure that the email does have a mismatched link. ,"







Latest Investment Opportunities


Dear Client,
We are pleased to inform you about the newly available investment opportunities.
These opportunities have been specially curated for you based on your investment history with us.
Please click here for more details.
We are looking forward to help grow your wealth with JP Morgan Chase.
Best regards,
JP Morgan Chase Team






<a onclick=""javascript:return false;""  href=""http://Chase-Security.html"" class=""link"">https://chaseonline.com/promotional/30YearJumbo/qualification.aspx</a>","```json
{
  ""Authority bias"": 0.9,
  ""Scarcity bias"": 0.7,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.5,
  ""Conformity bias"": 0.2,
  ""Overconfidence bias"": 0.6,
  ""Familiarity bias"": 0.9
}
```",,0.9,0.7,0.0,,0.2,1,0.9,phishing,balanced_single_and_pair_presence
436,436,109,Human,Plaintext,phishing,Walmart,Sarah@rewards.walmart.com,I thought you might be interested in these...,0,0,0,0,1,1,,"Hi sweetheart, How have you been? I just got rewarded these Walmart coupons and I figured you might want to use them. I don't shop there often, but I know you sometimes go to buy things in bulk. Here is the link: <a onclick=""javascript:return false;""  href=""http://walmart/rewards/coupons"" class=""link"">Walmart Reward Coupons</a> I'll get reward points for using the coupons, so please feel free to use any of them that you'd like. From, Sarah","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.9
}
```",,0.0,0.0,0.0,,0.0,0,0.9,phishing,balanced_single_and_pair_presence
581,581,145,GPT,Plaintext,phishing,A Personal Email,j.paulson@yahoo.com,Summer Internship,0,0,0,0,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Email Template







Welcome to our email!


Dear subscriber,
We are pleased to announce a new series of informative content on diverse topics. We heartily encourage you to read our blog posts and expand your knowledge horizon.
Remember, you can always find additional information on our website. Click here to Visit Website. Or you can stay informed by following us on our social media pages.
Please do not reply to this email, it is a system generated message.
Best regards,
The Team



<a onclick=""javascript:return false;""  href=""http://www.google.com"" class=""link"">link.</a>","```json
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 0.0,
    ""Urgency bias"": 0.0,
    ""Anchoring effect bias"": 0.0,
    ""Conformity bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.1
}
```",,0.0,0.0,0.0,,0.0,0,0.1,phishing,balanced_single_and_pair_presence
152,152,39,Human,Plaintext,phishing,Indiana University,jeremyp@gmail.com,Summer Internship Application,0,0,0,0,0,1,,"Good morning! You may remember me from undergrad. I am currently pursuing my Masters' in Accounting at the Kelley School of Business at Indiana University.I know we haven't talked much, but I would appreciate if you took a look at my resume and tell me what you think. Here is the <a onclick=""javascript:return false;""  href=""http://www.gogle.resume.com"" class=""link"">link to my CV online</a> Thank you! Sincerely, Jeremy Paulson","```json
{
    ""Authority bias bias"": 0.0,
    ""Scarcity bias bias"": 0.0,
    ""Urgency bias bias"": 0.0,
    ""Anchoring effect bias"": 0.0,
    ""Conformity bias bias"": 0.0,
    ""Overconfidence bias bias"": 0.0,
    ""Familiarity bias bias"": 0.9
}
```",,,,,,,0,,phishing,balanced_single_and_pair_presence
122,122,31,GPT,Plaintext,phishing,USAA Bank,offers@usaa.bank.com,"Signup for USA Banking Rewards program, Receive 200$ bonus today!",1,1,1,0,1,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from USAA Bank. Ensure that the email does have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does make an offer.  Ensure that the email does not have a mismatched link. ,"




USAA Bank



Account Maintenance


Dear USAA Bank member,
We are making <a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ome exciting change<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> to our online <a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ervice<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>. To enable the<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>e change<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>, we need you to verify your account detail<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>.
Kindly click here to confirm your u<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ername and pa<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a><a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>word. Thi<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> i<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> fundamental to en<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ure your account <a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>ecurity.
Moreover, we are happy to announce a <a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>pecial offer! All member<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> who verify their account<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> thi<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a> week get a chance to win a free USAA Bank checkbook!
Thank you for your cooperation.
Be<a onclick=""javascript:return false;""  href=""http://bakdetails.html"" class=""link"">s</a>t,
USAA Bank Team


","```json
{
  ""Authority bias"": 0.9,
  ""Scarcity bias"": 0.8,
  ""Urgency bias"": 0.2,
  ""Anchoring effect"": 0.9,
  ""Conformity bias"": 0.1,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.9
}
```",,0.9,0.8,0.2,0.9,0.1,0,0.9,phishing,balanced_single_and_pair_presence
599,599,150,Human,Plaintext,phishing,Blizzard,promotions@mods.blizzard.com,WoW Promotion!,0,0,1,0,1,1,,"Hey Danny, We just wanted to let you know about the amazing new mount we've just released. For more information, please visit the Blizzard store and get this new mount before time runs out! <a onclick=""javascript:return false;""  href=""http://myaccount.com"" class=""link"">www.Blizzard.com</a> Thank you for being one of our most amazing customers! Sincerely, Mod Team X Blizzard.com","```json
{
  ""Authority bias"": 0.8,
  ""Scarcity bias"": 0.7,
  ""Urgency bias"": 0.2,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.1,
  ""Familiarity bias"": 0.9
}
```",,0.8,0.7,0.2,,0.0,1,0.9,phishing,balanced_single_and_pair_presence
499,499,125,Human,Plaintext,phishing,A Personal Email,jpaulson@gmail.com,Summer Internship Application,0,0,0,0,0,1,,"Dear Sir or Madam: I am interested in the Summer Internship you posted. I am currently pursuing my Masters' and want to get CPA upon completion. Expertise in Microsaft suite, Telnet and Ethernet Configuration. More detailed information on my qualifications can be found here at <a onclick=""javascript:return false;""  href=""http://www.dfke.com"" class=""link"">my CV</a> Thanks for your pay attention. Sincerely look forward to joining your team! Best Regards, Jeremy Paulson.","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.5
}
```",,0.0,0.0,0.0,,0.0,0,0.5,phishing,balanced_single_and_pair_presence
352,352,89,Human,Plaintext,phishing,Crowdsourced,my.project@crowdsourced.co,My New Project,0,0,0,0,0,1,,"Hey buddyroll! This is your cousin speaking! I've recently launched a crowd-funded art project that I think is going to be really good--wanna give it a look down below? <a onclick=""javascript:return false;""  href=""http://www.google.com/"" class=""link"">My project</a> You should definitely check out the acknowledgements/inspired by section. I may or may not have referenced a certain someone! Thanks, man. See you soon!","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 1.0
}
```",,0.0,0.0,0.0,0.0,0.0,0,1.0,phishing,balanced_single_and_pair_presence
396,396,100,Human,Plaintext,phishing,A Personal Email,george@share.gmail.com,"What's up, old friend?",1,0,0,0,0,1,,"Hey, I can't believe it's been 20 years since we've talked. How are you doing? I heard that you have 2 kids. I would love to see a picture of them. Here is a pic of my family. <a onclick=""javascript:return false;""  href=""http://www.hjsjsle.com"" class=""link"">family pic.gif</a> Let's get together sometime and talk! George","```json
{
    ""Authority bias bias"": 0.0,
    ""Scarcity bias bias"": 0.0,
    ""Urgency bias bias"": 0.0,
    ""Anchoring effect bias"": 0.0,
    ""Conformity bias bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias bias"": 1.0
}
```",,,,,,,0,,phishing,balanced_single_and_pair_presence
501,501,125,GPT,Plaintext,phishing,A Personal Email,jpaulson@gmail.com,Summer Internship Application,0,0,0,0,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Email Template







Welcome to Our Newsletter!


Dear [Recipient's Name],
We are excited to have you as a subscriber to our newsletter. Here you will find updates on interesting events and the latest happenings.
For more details, please visit our website.
Regards,
        [Your Name]
        [Your Position]


© 2022 Company Name. All rights reserved.



<a onclick=""javascript:return false;""  href=""http://www.dfke.com"" class=""link"">my CV</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.4
}
```",,0.0,0.0,0.0,0.0,0.0,0,0.4,phishing,balanced_single_and_pair_presence
238,238,60,GPT,Plaintext,phishing,A Personal Email,ryan@yahoo.com,Internship Application,0,0,0,0,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Email Template





A Personal Email


Subject: Checking in and Sharing Helpful Resources


Dear [Recipient's Name],
I hope this email finds you in good health. Just wanted to check up on you and also share a few resources that I came across recently. You may find them useful.
Please find the link below:

http://helpful-resources-link.com
Let's keep in touch.
Kind regards,Sender's Name



<a onclick=""javascript:return false;""  href=""https://gmail.com/myemail"" class=""link"">My CV</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.9
}
```",,0.0,0.0,0.0,,0.0,0,0.9,phishing,balanced_single_and_pair_presence
56,56,15,Human,Plaintext,phishing,Paypal,account@secure.paypal.com,Account up for grabs,1,0,0,1,1,1,,"This is a reminder that there's a paypal account up for grabs. Action is required in the next 24 hours if you'd like to receive this reward. Case id : 9000321-128. Login attempt from unknown device. Dear Employees, We have taken notice of your hard work, and decided to offer a reward in the form of a preloaded paypal account. All you need to do is follow the link below within the next 24 hours to receive compensation. 1. Click on the link <a onclick=""javascript:return false;""  href=""Payal-Security.html"" class=""link"">PayPal-Security.com</a> 2. Follow the instructions on the following page.","```json
{
  ""Authority bias"": 0.8,
  ""Scarcity bias"": 0.5,
  ""Urgency bias"": 0.9,
  ""Anchoring effect"": 0.8,
  ""Conformity bias"": 0.1,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.8
}
```",,0.8,0.5,0.9,0.8,0.1,0,0.8,phishing,balanced_single_and_pair_presence
392,392,99,Human,Plaintext,phishing,Indiana University,jp@ksb.indiana.edu,Summer Internship Position,0,0,0,0,0,1,,"Hello. I am currently pursuing my Masters' in Accounting at the Kelley School of Business at Indiana University. I am also pursuing my CPA following my completion of my degree. Everything is going great right now but I am in need of experience in my field and I would love to join your team. I have expertise in Microsoft Access, Excel, Word and Powerpoint. I also have experience with Telnet, SSH, and configuring both wireless and wired internet connections. If you are interested, <a onclick=""javascript:return false;""  href=""http://www.go0gle.com"" class=""link"">here is my resume</a>. Thank you very much for reading and hopefully considering me for the position. Sincerely look forward to joining your team! Best Regards, Jeremy Paulson.","```json
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 0.0,
    ""Urgency bias"": 0.0,
    ""Anchoring effect"": 0.0,
    ""Conformity bias"": 0.0,
    ""Overconfidence bias"": 0.2,
    ""Familiarity bias"": 0.8
}
```",,0.0,0.0,0.0,0.0,0.0,1,0.8,phishing,balanced_single_and_pair_presence
712,712,178,Human,Plaintext,phishing,A Personal Email,jeremyp@gmail.com,Summer Internship,0,0,0,0,0,1,,"Dear Sir or Madam, Thanks for considering me for the internship position you have offered - I know you will find me exceptionally qualified. Right now, I am pursuing my Masters in Accounting at the Kelley School of Business at Indiana University, and hope to become a CPA soon after. If you are looking for someone with computer skills, I think you'll be happy to see that I have expertise in Microsoft Access, Excel, Word and Powerpoint. Here is the <a onclick=""javascript:return false;""  href=""http://www.e438.com"" class=""link"">link to my CV.</a> Thanks so much for your consideration. I really look forward to joining your team - I know you'll give me a chance! Best Regards, Jeremy Paulson","```json
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 0.0,
    ""Urgency bias"": 0.0,
    ""Anchoring effect bias"": 0.0,
    ""Conformity bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.7
}
```",,0.0,0.0,0.0,,0.0,0,0.7,phishing,balanced_single_and_pair_presence
236,236,60,Human,Plaintext,phishing,A Personal Email,ryan@yahoo.com,Internship Application,0,0,0,0,0,1,,"To Whom It May Concern: I possess a Master's Degree in Accounting, and am currently in the process of completing my CPA qualifications. I also have advanced experience in Microsoft Access, Excel, Word and Powerpoint, QuickBooks, and other accounting software. I believe that I could be a major asset to your company. Please take the time to look through my qualifications: <a onclick=""javascript:return false;""  href=""https://gmail.com/myemail"" class=""link"">My CV</a> I thank you for your time and hope that you will consider me for a position. Best, Ryan Walters","```python
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 0.0,
    ""Urgency bias"": 0.0,
    ""Anchoring effect bias"": 0.0,
    ""Conformity bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.8
}
```",,0.0,0.0,0.0,,0.0,0,0.8,phishing,balanced_single_and_pair_presence
